discount_20240615_1838;order_id;product_id;quantity_20240615_1838;unit_price_20240615_1838;discount_20240615_1840;quantity_20240615_1840;unit_price_20240615_1840;discount_20240615_2236;quantity_20240615_2236;unit_price_20240615_2236;discount;quantity;unit_price;customer_id;employee_id;freight;order_date;order_id;required_date;ship_address;ship_city;ship_country;ship_name;ship_postal_code;ship_region;ship_via;shipped_date
0.2;10970;52;40;7;0.2;40;7;0.2;40;7;0.2;40;7;BOLID;9;16.16;1998-03-24;10970;1998-04-07;C/ Araquil, 67;Madrid;Spain;Bólido Comidas preparadas;28023;;1;1998-04-24
0;10971;29;14;123.79;0;14;123.79;0;14;123.79;0;14;123.79;FRANR;2;121.82;1998-03-24;10971;1998-04-21;54, rue Royale;Nantes;France;France restauration;44000;;2;1998-04-02
0;10972;17;6;39;0;6;39;0;6;39;0;6;39;LACOR;4;0.02;1998-03-24;10972;1998-04-21;'67, avenue de l''Europe';Versailles;France;'La corne d''abondance';78000;;2;1998-03-26
0;10972;33;7;2.5;0;7;2.5;0;7;2.5;0;7;2.5;LACOR;4;0.02;1998-03-24;10972;1998-04-21;'67, avenue de l''Europe';Versailles;France;'La corne d''abondance';78000;;2;1998-03-26
0;10973;26;5;31.23;0;5;31.23;0;5;31.23;0;5;31.23;LACOR;6;15.17;1998-03-24;10973;1998-04-21;'67, avenue de l''Europe';Versailles;France;'La corne d''abondance';78000;;2;1998-03-27
0;10973;41;6;9.65;0;6;9.65;0;6;9.65;0;6;9.65;LACOR;6;15.17;1998-03-24;10973;1998-04-21;'67, avenue de l''Europe';Versailles;France;'La corne d''abondance';78000;;2;1998-03-27
0;10973;75;10;7.75;0;10;7.75;0;10;7.75;0;10;7.75;LACOR;6;15.17;1998-03-24;10973;1998-04-21;'67, avenue de l''Europe';Versailles;France;'La corne d''abondance';78000;;2;1998-03-27
0;10974;63;10;43.9;0;10;43.9;0;10;43.9;0;10;43.9;SPLIR;3;12.96;1998-03-25;10974;1998-04-08;P.O. Box 555;Lander;USA;Split Rail Beer & Ale;82520;WY;3;1998-04-03
0;10975;8;16;40;0;16;40;0;16;40;0;16;40;BOTTM;1;32.27;1998-03-25;10975;1998-04-22;23 Tsawassen Blvd.;Tsawassen;Canada;Bottom-Dollar Markets;T2F 8M4;BC;3;1998-03-27
0;10975;75;10;7.75;0;10;7.75;0;10;7.75;0;10;7.75;BOTTM;1;32.27;1998-03-25;10975;1998-04-22;23 Tsawassen Blvd.;Tsawassen;Canada;Bottom-Dollar Markets;T2F 8M4;BC;3;1998-03-27
0;10976;28;20;45.6;0;20;45.6;0;20;45.6;0;20;45.6;HILAA;1;37.97;1998-03-25;10976;1998-05-06;Carrera 22 con Ave. Carlos Soublette #8-35;San Cristóbal;Venezuela;HILARION-Abastos;5022;Táchira;1;1998-04-03
0;10977;39;30;18;0;30;18;0;30;18;0;30;18;FOLKO;8;208.5;1998-03-26;10977;1998-04-23;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;3;1998-04-10
0;10977;47;30;9.5;0;30;9.5;0;30;9.5;0;30;9.5;FOLKO;8;208.5;1998-03-26;10977;1998-04-23;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;3;1998-04-10
0;10977;51;10;53;0;10;53;0;10;53;0;10;53;FOLKO;8;208.5;1998-03-26;10977;1998-04-23;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;3;1998-04-10
0;10977;63;20;43.9;0;20;43.9;0;20;43.9;0;20;43.9;FOLKO;8;208.5;1998-03-26;10977;1998-04-23;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;3;1998-04-10
0.15;10978;8;20;40;0.15;20;40;0.15;20;40;0.15;20;40;MAISD;9;32.82;1998-03-26;10978;1998-04-23;Rue Joseph-Bens 532;Bruxelles;Belgium;Maison Dewey;B-1180;;2;1998-04-23
0.15;10978;21;40;10;0.15;40;10;0.15;40;10;0.15;40;10;MAISD;9;32.82;1998-03-26;10978;1998-04-23;Rue Joseph-Bens 532;Bruxelles;Belgium;Maison Dewey;B-1180;;2;1998-04-23
0;10978;40;10;18.4;0;10;18.4;0;10;18.4;0;10;18.4;MAISD;9;32.82;1998-03-26;10978;1998-04-23;Rue Joseph-Bens 532;Bruxelles;Belgium;Maison Dewey;B-1180;;2;1998-04-23
0.15;10978;44;6;19.45;0.15;6;19.45;0.15;6;19.45;0.15;6;19.45;MAISD;9;32.82;1998-03-26;10978;1998-04-23;Rue Joseph-Bens 532;Bruxelles;Belgium;Maison Dewey;B-1180;;2;1998-04-23
0;10979;7;18;30;0;18;30;0;18;30;0;18;30;ERNSH;8;353.07;1998-03-26;10979;1998-04-23;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1998-03-31
0;10979;12;20;38;0;20;38;0;20;38;0;20;38;ERNSH;8;353.07;1998-03-26;10979;1998-04-23;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1998-03-31
0;10979;24;80;4.5;0;80;4.5;0;80;4.5;0;80;4.5;ERNSH;8;353.07;1998-03-26;10979;1998-04-23;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1998-03-31
0;10979;27;30;43.9;0;30;43.9;0;30;43.9;0;30;43.9;ERNSH;8;353.07;1998-03-26;10979;1998-04-23;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1998-03-31
0;10979;31;24;12.5;0;24;12.5;0;24;12.5;0;24;12.5;ERNSH;8;353.07;1998-03-26;10979;1998-04-23;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1998-03-31
0;10979;63;35;43.9;0;35;43.9;0;35;43.9;0;35;43.9;ERNSH;8;353.07;1998-03-26;10979;1998-04-23;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1998-03-31
0.2;10980;75;40;7.75;0.2;40;7.75;0.2;40;7.75;0.2;40;7.75;FOLKO;4;1.26;1998-03-27;10980;1998-05-08;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;1;1998-04-17
0;10981;38;60;263.5;0;60;263.5;0;60;263.5;0;60;263.5;HANAR;1;193.37;1998-03-27;10981;1998-04-24;Rua do Paço, 67;Rio de Janeiro;Brazil;Hanari Carnes;05454-876;RJ;2;1998-04-02
0;10982;7;20;30;0;20;30;0;20;30;0;20;30;BOTTM;2;14.01;1998-03-27;10982;1998-04-24;23 Tsawassen Blvd.;Tsawassen;Canada;Bottom-Dollar Markets;T2F 8M4;BC;1;1998-04-08
0;10982;43;9;46;0;9;46;0;9;46;0;9;46;BOTTM;2;14.01;1998-03-27;10982;1998-04-24;23 Tsawassen Blvd.;Tsawassen;Canada;Bottom-Dollar Markets;T2F 8M4;BC;1;1998-04-08
0.15;10983;13;84;6;0.15;84;6;0.15;84;6;0.15;84;6;SAVEA;2;657.54;1998-03-27;10983;1998-04-24;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;2;1998-04-06
0;10983;57;15;19.5;0;15;19.5;0;15;19.5;0;15;19.5;SAVEA;2;657.54;1998-03-27;10983;1998-04-24;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;2;1998-04-06
0;10984;16;55;17.45;0;55;17.45;0;55;17.45;0;55;17.45;SAVEA;1;211.22;1998-03-30;10984;1998-04-27;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;3;1998-04-03
0;10984;24;20;4.5;0;20;4.5;0;20;4.5;0;20;4.5;SAVEA;1;211.22;1998-03-30;10984;1998-04-27;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;3;1998-04-03
0;10984;36;40;19;0;40;19;0;40;19;0;40;19;SAVEA;1;211.22;1998-03-30;10984;1998-04-27;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;3;1998-04-03
0.1;10985;16;36;17.45;0.1;36;17.45;0.1;36;17.45;0.1;36;17.45;HUNGO;2;91.51;1998-03-30;10985;1998-04-27;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;1;1998-04-02
0.1;10985;18;8;62.5;0.1;8;62.5;0.1;8;62.5;0.1;8;62.5;HUNGO;2;91.51;1998-03-30;10985;1998-04-27;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;1;1998-04-02
0.1;10985;32;35;32;0.1;35;32;0.1;35;32;0.1;35;32;HUNGO;2;91.51;1998-03-30;10985;1998-04-27;8 Johnstown Road;Cork;Ireland;Hungry Owl All-Night Grocers;;Co. Cork;1;1998-04-02
0;10986;11;30;21;0;30;21;0;30;21;0;30;21;OCEAN;8;217.86;1998-03-30;10986;1998-04-27;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;Argentina;Océano Atlántico Ltda.;1010;;2;1998-04-21
0;10986;20;15;81;0;15;81;0;15;81;0;15;81;OCEAN;8;217.86;1998-03-30;10986;1998-04-27;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;Argentina;Océano Atlántico Ltda.;1010;;2;1998-04-21
0;10986;76;10;18;0;10;18;0;10;18;0;10;18;OCEAN;8;217.86;1998-03-30;10986;1998-04-27;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;Argentina;Océano Atlántico Ltda.;1010;;2;1998-04-21
0;10986;77;15;13;0;15;13;0;15;13;0;15;13;OCEAN;8;217.86;1998-03-30;10986;1998-04-27;Ing. Gustavo Moncada 8585 Piso 20-A;Buenos Aires;Argentina;Océano Atlántico Ltda.;1010;;2;1998-04-21
0;10987;7;60;30;0;60;30;0;60;30;0;60;30;EASTC;8;185.48;1998-03-31;10987;1998-04-28;35 King George;London;UK;Eastern Connection;WX3 6FW;;1;1998-04-06
0;10987;43;6;46;0;6;46;0;6;46;0;6;46;EASTC;8;185.48;1998-03-31;10987;1998-04-28;35 King George;London;UK;Eastern Connection;WX3 6FW;;1;1998-04-06
0;10987;72;20;34.8;0;20;34.8;0;20;34.8;0;20;34.8;EASTC;8;185.48;1998-03-31;10987;1998-04-28;35 King George;London;UK;Eastern Connection;WX3 6FW;;1;1998-04-06
0;10988;7;60;30;0;60;30;0;60;30;0;60;30;RATTC;3;61.14;1998-03-31;10988;1998-04-28;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;2;1998-04-10
0.1;10988;62;40;49.3;0.1;40;49.3;0.1;40;49.3;0.1;40;49.3;RATTC;3;61.14;1998-03-31;10988;1998-04-28;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;2;1998-04-10
0;10989;6;40;25;0;40;25;0;40;25;0;40;25;QUEDE;2;34.76;1998-03-31;10989;1998-04-28;Rua da Panificadora, 12;Rio de Janeiro;Brazil;Que Delícia;02389-673;RJ;1;1998-04-02
0;10989;11;15;21;0;15;21;0;15;21;0;15;21;QUEDE;2;34.76;1998-03-31;10989;1998-04-28;Rua da Panificadora, 12;Rio de Janeiro;Brazil;Que Delícia;02389-673;RJ;1;1998-04-02
0;10989;41;4;9.65;0;4;9.65;0;4;9.65;0;4;9.65;QUEDE;2;34.76;1998-03-31;10989;1998-04-28;Rua da Panificadora, 12;Rio de Janeiro;Brazil;Que Delícia;02389-673;RJ;1;1998-04-02
0;10990;21;65;10;0;65;10;0;65;10;0;65;10;ERNSH;2;117.61;1998-04-01;10990;1998-05-13;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;3;1998-04-07
0.15;10990;34;60;14;0.15;60;14;0.15;60;14;0.15;60;14;ERNSH;2;117.61;1998-04-01;10990;1998-05-13;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;3;1998-04-07
0.15;10990;55;65;24;0.15;65;24;0.15;65;24;0.15;65;24;ERNSH;2;117.61;1998-04-01;10990;1998-05-13;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;3;1998-04-07
0.15;10990;61;66;28.5;0.15;66;28.5;0.15;66;28.5;0.15;66;28.5;ERNSH;2;117.61;1998-04-01;10990;1998-05-13;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;3;1998-04-07
0.2;10991;2;50;19;0.2;50;19;0.2;50;19;0.2;50;19;QUICK;1;38.51;1998-04-01;10991;1998-04-29;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;1;1998-04-07
0.2;10991;70;20;15;0.2;20;15;0.2;20;15;0.2;20;15;QUICK;1;38.51;1998-04-01;10991;1998-04-29;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;1;1998-04-07
0.2;10991;76;90;18;0.2;90;18;0.2;90;18;0.2;90;18;QUICK;1;38.51;1998-04-01;10991;1998-04-29;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;1;1998-04-07
0;10992;72;2;34.8;0;2;34.8;0;2;34.8;0;2;34.8;THEBI;1;4.27;1998-04-01;10992;1998-04-29;89 Jefferson Way Suite 2;Portland;USA;The Big Cheese;97201;OR;3;1998-04-03
0.25;10993;29;50;123.79;0.25;50;123.79;0.25;50;123.79;0.25;50;123.79;FOLKO;7;8.81;1998-04-01;10993;1998-04-29;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;3;1998-04-10
0.25;10993;41;35;9.65;0.25;35;9.65;0.25;35;9.65;0.25;35;9.65;FOLKO;7;8.81;1998-04-01;10993;1998-04-29;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;3;1998-04-10
0.05;10994;59;18;55;0.05;18;55;0.05;18;55;0.05;18;55;VAFFE;2;65.53;1998-04-02;10994;1998-04-16;Smagsloget 45;Århus;Denmark;Vaffeljernet;8200;;3;1998-04-09
0;10995;51;20;53;0;20;53;0;20;53;0;20;53;PERIC;1;46.0;1998-04-02;10995;1998-04-30;Calle Dr. Jorge Cash 321;México D.F.;Mexico;Pericles Comidas clásicas;05033;;3;1998-04-06
0;10995;60;4;34;0;4;34;0;4;34;0;4;34;PERIC;1;46.0;1998-04-02;10995;1998-04-30;Calle Dr. Jorge Cash 321;México D.F.;Mexico;Pericles Comidas clásicas;05033;;3;1998-04-06
0;10996;42;40;14;0;40;14;0;40;14;0;40;14;QUICK;4;1.12;1998-04-02;10996;1998-04-30;Taucherstraße 10;Cunewalde;Germany;QUICK-Stop;01307;;2;1998-04-10
0;10997;32;50;32;0;50;32;0;50;32;0;50;32;LILAS;8;73.91;1998-04-03;10997;1998-05-15;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Venezuela;LILA-Supermercado;3508;Lara;2;1998-04-13
0.25;10997;46;20;12;0.25;20;12;0.25;20;12;0.25;20;12;LILAS;8;73.91;1998-04-03;10997;1998-05-15;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Venezuela;LILA-Supermercado;3508;Lara;2;1998-04-13
0.25;10997;52;20;7;0.25;20;7;0.25;20;7;0.25;20;7;LILAS;8;73.91;1998-04-03;10997;1998-05-15;Carrera 52 con Ave. Bolívar #65-98 Llano Largo;Barquisimeto;Venezuela;LILA-Supermercado;3508;Lara;2;1998-04-13
0;10998;24;12;4.5;0;12;4.5;0;12;4.5;0;12;4.5;WOLZA;8;20.31;1998-04-03;10998;1998-04-17;ul. Filtrowa 68;Warszawa;Poland;Wolski Zajazd;01-012;;2;1998-04-17
0;10998;61;7;28.5;0;7;28.5;0;7;28.5;0;7;28.5;WOLZA;8;20.31;1998-04-03;10998;1998-04-17;ul. Filtrowa 68;Warszawa;Poland;Wolski Zajazd;01-012;;2;1998-04-17
0;10998;74;20;10;0;20;10;0;20;10;0;20;10;WOLZA;8;20.31;1998-04-03;10998;1998-04-17;ul. Filtrowa 68;Warszawa;Poland;Wolski Zajazd;01-012;;2;1998-04-17
0;10998;75;30;7.75;0;30;7.75;0;30;7.75;0;30;7.75;WOLZA;8;20.31;1998-04-03;10998;1998-04-17;ul. Filtrowa 68;Warszawa;Poland;Wolski Zajazd;01-012;;2;1998-04-17
0.05;10999;41;20;9.65;0.05;20;9.65;0.05;20;9.65;0.05;20;9.65;OTTIK;6;96.35;1998-04-03;10999;1998-05-01;Mehrheimerstr. 369;Köln;Germany;Ottilies Käseladen;50739;;2;1998-04-10
0.05;10999;51;15;53;0.05;15;53;0.05;15;53;0.05;15;53;OTTIK;6;96.35;1998-04-03;10999;1998-05-01;Mehrheimerstr. 369;Köln;Germany;Ottilies Käseladen;50739;;2;1998-04-10
0.05;10999;77;21;13;0.05;21;13;0.05;21;13;0.05;21;13;OTTIK;6;96.35;1998-04-03;10999;1998-05-01;Mehrheimerstr. 369;Köln;Germany;Ottilies Käseladen;50739;;2;1998-04-10
0.25;11000;4;25;22;0.25;25;22;0.25;25;22;0.25;25;22;RATTC;2;55.12;1998-04-06;11000;1998-05-04;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;3;1998-04-14
0.25;11000;24;30;4.5;0.25;30;4.5;0.25;30;4.5;0.25;30;4.5;RATTC;2;55.12;1998-04-06;11000;1998-05-04;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;3;1998-04-14
0;11000;77;30;13;0;30;13;0;30;13;0;30;13;RATTC;2;55.12;1998-04-06;11000;1998-05-04;2817 Milton Dr.;Albuquerque;USA;Rattlesnake Canyon Grocery;87110;NM;3;1998-04-14
0;11001;7;60;30;0;60;30;0;60;30;0;60;30;FOLKO;2;197.3;1998-04-06;11001;1998-05-04;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;2;1998-04-14
0;11001;22;25;21;0;25;21;0;25;21;0;25;21;FOLKO;2;197.3;1998-04-06;11001;1998-05-04;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;2;1998-04-14
0;11001;46;25;12;0;25;12;0;25;12;0;25;12;FOLKO;2;197.3;1998-04-06;11001;1998-05-04;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;2;1998-04-14
0;11001;55;6;24;0;6;24;0;6;24;0;6;24;FOLKO;2;197.3;1998-04-06;11001;1998-05-04;Åkergatan 24;Bräcke;Sweden;Folk och fä HB;S-844 67;;2;1998-04-14
0;11002;13;56;6;0;56;6;0;56;6;0;56;6;SAVEA;4;141.16;1998-04-06;11002;1998-05-04;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1998-04-16
0.15;11002;35;15;18;0.15;15;18;0.15;15;18;0.15;15;18;SAVEA;4;141.16;1998-04-06;11002;1998-05-04;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1998-04-16
0.15;11002;42;24;14;0.15;24;14;0.15;24;14;0.15;24;14;SAVEA;4;141.16;1998-04-06;11002;1998-05-04;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1998-04-16
0;11002;55;40;24;0;40;24;0;40;24;0;40;24;SAVEA;4;141.16;1998-04-06;11002;1998-05-04;187 Suffolk Ln.;Boise;USA;Save-a-lot Markets;83720;ID;1;1998-04-16
0;11003;1;4;18;0;4;18;0;4;18;0;4;18;THECR;3;14.91;1998-04-06;11003;1998-05-04;55 Grizzly Peak Rd.;Butte;USA;The Cracker Box;59801;MT;3;1998-04-08
0;11003;40;10;18.4;0;10;18.4;0;10;18.4;0;10;18.4;THECR;3;14.91;1998-04-06;11003;1998-05-04;55 Grizzly Peak Rd.;Butte;USA;The Cracker Box;59801;MT;3;1998-04-08
0;11003;52;10;7;0;10;7;0;10;7;0;10;7;THECR;3;14.91;1998-04-06;11003;1998-05-04;55 Grizzly Peak Rd.;Butte;USA;The Cracker Box;59801;MT;3;1998-04-08
0;11004;26;6;31.23;0;6;31.23;0;6;31.23;0;6;31.23;MAISD;3;44.84;1998-04-07;11004;1998-05-05;Rue Joseph-Bens 532;Bruxelles;Belgium;Maison Dewey;B-1180;;1;1998-04-20
0;11004;76;6;18;0;6;18;0;6;18;0;6;18;MAISD;3;44.84;1998-04-07;11004;1998-05-05;Rue Joseph-Bens 532;Bruxelles;Belgium;Maison Dewey;B-1180;;1;1998-04-20
0;11005;1;2;18;0;2;18;0;2;18;0;2;18;WILMK;2;0.75;1998-04-07;11005;1998-05-05;Keskuskatu 45;Helsinki;Finland;Wilman Kala;21240;;1;1998-04-10
0;11005;59;10;55;0;10;55;0;10;55;0;10;55;WILMK;2;0.75;1998-04-07;11005;1998-05-05;Keskuskatu 45;Helsinki;Finland;Wilman Kala;21240;;1;1998-04-10
0;11006;1;8;18;0;8;18;0;8;18;0;8;18;GREAL;3;25.19;1998-04-07;11006;1998-05-05;2732 Baker Blvd.;Eugene;USA;Great Lakes Food Market;97403;OR;2;1998-04-15
0.25;11006;29;2;123.79;0.25;2;123.79;0.25;2;123.79;0.25;2;123.79;GREAL;3;25.19;1998-04-07;11006;1998-05-05;2732 Baker Blvd.;Eugene;USA;Great Lakes Food Market;97403;OR;2;1998-04-15
0;11007;8;30;40;0;30;40;0;30;40;0;30;40;PRINI;8;202.24;1998-04-08;11007;1998-05-06;Estrada da saúde n. 58;Lisboa;Portugal;Princesa Isabel Vinhos;1756;;2;1998-04-13
0;11007;29;10;123.79;0;10;123.79;0;10;123.79;0;10;123.79;PRINI;8;202.24;1998-04-08;11007;1998-05-06;Estrada da saúde n. 58;Lisboa;Portugal;Princesa Isabel Vinhos;1756;;2;1998-04-13
0;11007;42;14;14;0;14;14;0;14;14;0;14;14;PRINI;8;202.24;1998-04-08;11007;1998-05-06;Estrada da saúde n. 58;Lisboa;Portugal;Princesa Isabel Vinhos;1756;;2;1998-04-13
0.05;11008;28;70;45.6;0.05;70;45.6;0.05;70;45.6;0.05;70;45.6;ERNSH;7;79.46;1998-04-08;11008;1998-05-06;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;3;
0.05;11008;34;90;14;0.05;90;14;0.05;90;14;0.05;90;14;ERNSH;7;79.46;1998-04-08;11008;1998-05-06;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;3;
0;11008;71;21;21.5;0;21;21.5;0;21;21.5;0;21;21.5;ERNSH;7;79.46;1998-04-08;11008;1998-05-06;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;3;
0;11009;24;12;4.5;0;12;4.5;0;12;4.5;0;12;4.5;GODOS;2;59.11;1998-04-08;11009;1998-05-06;C/ Romero, 33;Sevilla;Spain;Godos Cocina Típica;41101;;1;1998-04-10
0.25;11009;36;18;19;0.25;18;19;0.25;18;19;0.25;18;19;GODOS;2;59.11;1998-04-08;11009;1998-05-06;C/ Romero, 33;Sevilla;Spain;Godos Cocina Típica;41101;;1;1998-04-10
0;11009;60;9;34;0;9;34;0;9;34;0;9;34;GODOS;2;59.11;1998-04-08;11009;1998-05-06;C/ Romero, 33;Sevilla;Spain;Godos Cocina Típica;41101;;1;1998-04-10
0;11010;7;20;30;0;20;30;0;20;30;0;20;30;REGGC;2;28.71;1998-04-09;11010;1998-05-07;Strada Provinciale 124;Reggio Emilia;Italy;Reggiani Caseifici;42100;;2;1998-04-21
0;11010;24;10;4.5;0;10;4.5;0;10;4.5;0;10;4.5;REGGC;2;28.71;1998-04-09;11010;1998-05-07;Strada Provinciale 124;Reggio Emilia;Italy;Reggiani Caseifici;42100;;2;1998-04-21
0.05;11011;58;40;13.25;0.05;40;13.25;0.05;40;13.25;0.05;40;13.25;ALFKI;3;1.21;1998-04-09;11011;1998-05-07;Obere Str. 57;Berlin;Germany;'Alfred''s Futterkiste';12209;;1;1998-04-13
0;11011;71;20;21.5;0;20;21.5;0;20;21.5;0;20;21.5;ALFKI;3;1.21;1998-04-09;11011;1998-05-07;Obere Str. 57;Berlin;Germany;'Alfred''s Futterkiste';12209;;1;1998-04-13
0.05;11012;19;50;9.2;0.05;50;9.2;0.05;50;9.2;0.05;50;9.2;FRANK;1;242.95;1998-04-09;11012;1998-04-23;Berliner Platz 43;München;Germany;Frankenversand;80805;;3;1998-04-17
0.05;11012;60;36;34;0.05;36;34;0.05;36;34;0.05;36;34;FRANK;1;242.95;1998-04-09;11012;1998-04-23;Berliner Platz 43;München;Germany;Frankenversand;80805;;3;1998-04-17
0.05;11012;71;60;21.5;0.05;60;21.5;0.05;60;21.5;0.05;60;21.5;FRANK;1;242.95;1998-04-09;11012;1998-04-23;Berliner Platz 43;München;Germany;Frankenversand;80805;;3;1998-04-17
0;11013;23;10;9;0;10;9;0;10;9;0;10;9;ROMEY;2;32.99;1998-04-09;11013;1998-05-07;Gran Vía, 1;Madrid;Spain;Romero y tomillo;28001;;1;1998-04-10
0;11013;42;4;14;0;4;14;0;4;14;0;4;14;ROMEY;2;32.99;1998-04-09;11013;1998-05-07;Gran Vía, 1;Madrid;Spain;Romero y tomillo;28001;;1;1998-04-10
0;11013;45;20;9.5;0;20;9.5;0;20;9.5;0;20;9.5;ROMEY;2;32.99;1998-04-09;11013;1998-05-07;Gran Vía, 1;Madrid;Spain;Romero y tomillo;28001;;1;1998-04-10
0;11013;68;2;12.5;0;2;12.5;0;2;12.5;0;2;12.5;ROMEY;2;32.99;1998-04-09;11013;1998-05-07;Gran Vía, 1;Madrid;Spain;Romero y tomillo;28001;;1;1998-04-10
0.1;11014;41;28;9.65;0.1;28;9.65;0.1;28;9.65;0.1;28;9.65;LINOD;2;23.6;1998-04-10;11014;1998-05-08;Ave. 5 de Mayo Porlamar;I. de Margarita;Venezuela;LINO-Delicateses;4980;Nueva Esparta;3;1998-04-15
0;11015;30;15;25.89;0;15;25.89;0;15;25.89;0;15;25.89;SANTG;2;4.62;1998-04-10;11015;1998-04-24;Erling Skakkes gate 78;Stavern;Norway;Santé Gourmet;4110;;2;1998-04-20
0;11015;77;18;13;0;18;13;0;18;13;0;18;13;SANTG;2;4.62;1998-04-10;11015;1998-04-24;Erling Skakkes gate 78;Stavern;Norway;Santé Gourmet;4110;;2;1998-04-20
0;11016;31;15;12.5;0;15;12.5;0;15;12.5;0;15;12.5;AROUT;9;33.8;1998-04-10;11016;1998-05-08;Brook Farm Stratford St. Mary;Colchester;UK;Around the Horn;CO7 6JX;Essex;2;1998-04-13
0;11016;36;16;19;0;16;19;0;16;19;0;16;19;AROUT;9;33.8;1998-04-10;11016;1998-05-08;Brook Farm Stratford St. Mary;Colchester;UK;Around the Horn;CO7 6JX;Essex;2;1998-04-13
0;11017;3;25;10;0;25;10;0;25;10;0;25;10;ERNSH;9;754.26;1998-04-13;11017;1998-05-11;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1998-04-20
0;11017;59;110;55;0;110;55;0;110;55;0;110;55;ERNSH;9;754.26;1998-04-13;11017;1998-05-11;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1998-04-20
0;11017;70;30;15;0;30;15;0;30;15;0;30;15;ERNSH;9;754.26;1998-04-13;11017;1998-05-11;Kirchgasse 6;Graz;Austria;Ernst Handel;8010;;2;1998-04-20
0;11018;12;20;38;0;20;38;0;20;38;0;20;38;LONEP;4;11.65;1998-04-13;11018;1998-05-11;89 Chiaroscuro Rd.;Portland;USA;Lonesome Pine Restaurant;97219;OR;2;1998-04-16
0;11018;18;10;62.5;0;10;62.5;0;10;62.5;0;10;62.5;LONEP;4;11.65;1998-04-13;11018;1998-05-11;89 Chiaroscuro Rd.;Portland;USA;Lonesome Pine Restaurant;97219;OR;2;1998-04-16
0;11018;56;5;38;0;5;38;0;5;38;0;5;38;LONEP;4;11.65;1998-04-13;11018;1998-05-11;89 Chiaroscuro Rd.;Portland;USA;Lonesome Pine Restaurant;97219;OR;2;1998-04-16
0;11019;46;3;12;0;3;12;0;3;12;0;3;12;RANCH;6;3.17;1998-04-13;11019;1998-05-11;Av. del Libertador 900;Buenos Aires;Argentina;Rancho grande;1010;;3;
